review_id,product_name,category,reviewer_id,rating,review_text,sentiment,is_fake,verified_purchase,helpful_votes,review_length,review_date,exclamation_count,capital_ratio
REV_00661,Sports - Dumbbells,Sports,8695,5,Best seller! Top quality! Must have! Recommended! Would recommend.,positive,1,0,3,9,2024-12-31,4,0.07575757575757576
REV_00662,Home - Curtain,Home,4373,5,Best seller! Top quality! Must have! Recommended! Would recommend.,positive,1,1,3,9,2025-05-09,4,0.07575757575757576
REV_00663,Home - Vacuum,Home,2234,4,Amazing product! Fast delivery and great customer service.,positive,0,1,31,8,2025-01-27,1,0.034482758620689655
REV_00664,Home - Mixer,Home,2506,5,Excellent excellent excellent! Perfect perfect perfect!,positive,1,1,4,6,2025-01-05,2,0.03636363636363636
REV_00665,Home - Lamp,Home,5945,5,Amazing product amazing quality amazing price amazing everything!!!,positive,1,1,2,8,2025-02-12,3,0.014925373134328358
REV_00666,Books - Cookbook,Books,9971,5,Amazing product! Fast delivery and great customer service.,positive,0,1,39,8,2025-07-28,1,0.034482758620689655
REV_00667,Sports - Yoga Mat,Sports,9728,4,Love it! Exactly what I was looking for. Perfect!,positive,0,0,17,9,2024-12-18,2,0.08163265306122448
REV_00668,Books - Cookbook,Books,4938,1,Does not work as advertised. Very frustrating purchase.,negative,0,1,23,8,2025-08-12,0,0.03636363636363636
REV_00669,Home - Curtain,Home,3631,3,Love it! Exactly what I was looking for. Perfect! Nice packaging.,positive,0,1,26,11,2025-06-19,2,0.07692307692307693
REV_00670,Clothing - Shoes,Clothing,6087,4,Excellent purchase. Works perfectly as described. Highly recommend!,positive,0,1,15,8,2025-03-05,1,0.04477611940298507
REV_00671,Books - Comic,Books,5551,3,Excellent purchase. Works perfectly as described. Highly recommend! Nice packaging.,positive,0,1,17,10,2024-11-25,1,0.04819277108433735
REV_00672,Electronics - Tablet,Electronics,7668,1,Not as described. Quality is poor. Disappointed with purchase. Good delivery.,negative,0,1,38,11,2025-04-25,0,0.05194805194805195
REV_00673,Electronics - Tablet,Electronics,2976,2,Product broke after 2 weeks. Waste of money. Don't buy.,negative,0,1,36,10,2025-02-03,0,0.05454545454545454
REV_00674,Sports - Bicycle,Sports,6395,3,Excellent purchase. Works perfectly as described. Highly recommend!,positive,0,1,49,8,2025-01-02,1,0.04477611940298507
REV_00675,Clothing - Shoes,Clothing,5166,3,Excellent purchase. Works perfectly as described. Highly recommend!,positive,0,1,17,8,2024-12-31,1,0.04477611940298507
REV_00676,Sports - Dumbbells,Sports,5036,4,Wow! Incredible! Super! Fantastic! Excellent!,positive,1,0,3,5,2025-06-08,5,0.1111111111111111
REV_00677,Clothing - Jacket,Clothing,1570,4,Superb quality and value for money. Totally satisfied.,positive,0,1,1,8,2024-11-23,0,0.037037037037037035
REV_00678,Electronics - Laptop,Electronics,8248,5,Very good quality. Exceeded my expectations. Will buy again. Fast shipping.,positive,0,1,43,11,2025-04-13,0,0.05333333333333334
REV_00679,Books - Textbook,Books,6196,5,Wow! Incredible! Super! Fantastic! Excellent!,positive,1,1,1,5,2024-12-03,5,0.1111111111111111
REV_00680,Electronics - Headphones,Electronics,2644,3,Terrible experience. Product arrived damaged. Poor packaging.,negative,0,0,21,7,2025-08-07,0,0.04918032786885246
REV_00681,Sports - Running Shoes,Sports,4010,4,Amazing product! Fast delivery and great customer service. Would recommend.,positive,0,1,48,10,2024-12-10,1,0.04
REV_00682,Clothing - T-Shirt,Clothing,3131,4,Very good quality. Exceeded my expectations. Will buy again. Quick response.,positive,0,1,7,11,2024-12-28,0,0.05263157894736842
REV_00683,Home - Curtain,Home,6367,4,Very good quality. Exceeded my expectations. Will buy again.,positive,0,1,43,9,2025-06-06,0,0.05
REV_00684,Books - Textbook,Books,4747,5,Excellent excellent excellent! Perfect perfect perfect! Good delivery.,positive,1,0,1,8,2025-09-13,2,0.04285714285714286
REV_00685,Clothing - Jacket,Clothing,5262,2,Not as described. Quality is poor. Disappointed with purchase.,negative,0,0,39,9,2025-08-13,0,0.04838709677419355
REV_00686,Home - Vacuum,Home,8433,1,Worst product ever! Don't buy! Scam! Fraud!,negative,1,0,4,7,2024-11-18,4,0.09302325581395349
REV_00687,Clothing - Jeans,Clothing,4531,4,Very good quality. Exceeded my expectations. Will buy again. Fast shipping.,positive,0,0,24,11,2025-06-06,0,0.05333333333333334
REV_00688,Clothing - Shoes,Clothing,5068,4,Great product! Really satisfied with the quality. Worth the money. Thanks seller.,positive,0,1,16,12,2025-04-22,1,0.04938271604938271
REV_00689,Books - Fiction Novel,Books,4476,4,Superb quality and value for money. Totally satisfied.,positive,0,1,44,8,2025-04-15,0,0.037037037037037035
REV_00690,Sports - Dumbbells,Sports,6804,3,Great product! Really satisfied with the quality. Worth the money.,positive,0,1,15,10,2024-12-22,1,0.045454545454545456
REV_00691,Sports - Running Shoes,Sports,1673,5,Very good quality. Exceeded my expectations. Will buy again.,positive,0,0,42,9,2025-01-04,0,0.05
REV_00692,Clothing - Dress,Clothing,9690,5,Amazing product amazing quality amazing price amazing everything!!!,positive,1,1,0,8,2025-03-21,3,0.014925373134328358
REV_00693,Electronics - Headphones,Electronics,8046,5,Amazing product amazing quality amazing price amazing everything!!!,positive,1,0,5,8,2025-06-06,3,0.014925373134328358
REV_00694,Home - Bed,Home,6169,2,Does not work as advertised. Very frustrating purchase.,negative,0,1,27,8,2025-02-19,0,0.03636363636363636
REV_00695,Clothing - Dress,Clothing,1587,3,Not as described. Quality is poor. Disappointed with purchase. Fast shipping.,negative,0,1,9,11,2025-03-02,0,0.05194805194805195
REV_00696,Books - Comic,Books,8949,5,Best product ever!!! Amazing!!! 5 stars!!!,positive,1,0,2,6,2025-03-08,9,0.047619047619047616
REV_00697,Clothing - T-Shirt,Clothing,9335,4,Superb quality and value for money. Totally satisfied.,positive,0,1,11,8,2025-06-11,0,0.037037037037037035
REV_00698,Sports - Yoga Mat,Sports,5033,3,Best purchase I made this year. Quality is outstanding!,positive,0,1,26,9,2025-02-15,1,0.05454545454545454
REV_00699,Home - Mixer,Home,2737,3,Amazing product! Fast delivery and great customer service.,positive,0,1,37,8,2025-05-16,1,0.034482758620689655
REV_00700,Electronics - Tablet,Electronics,1095,2,Worst experience! Never again! Disaster! Scam!,negative,1,0,5,6,2025-05-13,4,0.08695652173913043
REV_00701,Sports - Tennis Racket,Sports,2158,4,Excellent purchase. Works perfectly as described. Highly recommend! Good delivery.,positive,0,1,41,10,2025-01-21,1,0.04878048780487805
REV_00702,Books - Fiction Novel,Books,3669,4,Excellent purchase. Works perfectly as described. Highly recommend! Fast shipping.,positive,0,0,5,10,2025-04-13,1,0.04878048780487805
REV_00703,Home - Vacuum,Home,6080,5,Superb quality and value for money. Totally satisfied.,positive,0,0,47,8,2024-11-12,0,0.037037037037037035
REV_00704,Home - Mixer,Home,7931,2,Terrible experience. Product arrived damaged. Poor packaging.,negative,0,0,24,7,2025-09-12,0,0.04918032786885246
REV_00705,Home - Bed,Home,8594,5,Great product! Really satisfied with the quality. Worth the money.,positive,0,1,32,10,2024-11-16,1,0.045454545454545456
REV_00706,Clothing - Shoes,Clothing,5921,4,Wow! Incredible! Super! Fantastic! Excellent! Thanks seller.,positive,1,0,3,7,2025-08-13,5,0.1
REV_00707,Home - Vacuum,Home,9411,4,Best purchase I made this year. Quality is outstanding! Good delivery.,positive,0,1,35,11,2025-09-03,1,0.05714285714285714
REV_00708,Books - Fiction Novel,Books,1266,4,Very good quality. Exceeded my expectations. Will buy again. Quick response.,positive,0,1,37,11,2025-08-31,0,0.05263157894736842
REV_00709,Books - Biography,Books,5876,3,Not as described. Quality is poor. Disappointed with purchase.,negative,0,1,26,9,2025-05-21,0,0.04838709677419355
REV_00710,Books - Comic,Books,5248,4,Very good quality. Exceeded my expectations. Will buy again. Would recommend.,positive,0,1,13,11,2024-11-18,0,0.05194805194805195
REV_00711,Sports - Running Shoes,Sports,7637,4,Best product ever!!! Amazing!!! 5 stars!!!,positive,1,1,5,6,2024-11-26,9,0.047619047619047616
REV_00712,Sports - Tennis Racket,Sports,1227,4,Love it! Exactly what I was looking for. Perfect! Fast shipping.,positive,0,0,19,11,2025-07-23,2,0.078125
REV_00713,Electronics - Laptop,Electronics,8139,1,Worst experience! Never again! Disaster! Scam!,negative,1,0,1,6,2024-12-12,4,0.08695652173913043
REV_00714,Sports - Yoga Mat,Sports,3497,5,Excellent purchase. Works perfectly as described. Highly recommend! Fast shipping.,positive,0,0,27,10,2024-11-03,1,0.04878048780487805
REV_00715,Books - Comic,Books,1834,5,Best purchase I made this year. Quality is outstanding! Thanks seller.,positive,0,1,12,11,2025-05-11,1,0.05714285714285714
REV_00716,Books - Comic,Books,9410,2,Complete waste! Garbage! Fake! Lies!,negative,1,1,3,5,2024-12-30,4,0.1111111111111111
REV_00717,Books - Biography,Books,7834,1,Terrible experience. Product arrived damaged. Poor packaging. Would recommend.,negative,0,1,35,9,2025-02-28,0,0.05128205128205128
REV_00718,Sports - Dumbbells,Sports,8688,5,Best product ever!!! Amazing!!! 5 stars!!!,positive,1,1,2,6,2025-05-05,9,0.047619047619047616
REV_00719,Sports - Yoga Mat,Sports,7395,4,Best purchase I made this year. Quality is outstanding!,positive,0,0,8,9,2025-03-29,1,0.05454545454545454
REV_00720,Home - Curtain,Home,2412,2,Does not work as advertised. Very frustrating purchase.,negative,0,1,18,8,2024-11-21,0,0.03636363636363636
REV_00721,Clothing - Jeans,Clothing,4431,5,Great product! Really satisfied with the quality. Worth the money.,positive,0,0,31,10,2025-01-16,1,0.045454545454545456
REV_00722,Electronics - Headphones,Electronics,6533,1,Terrible! Horrible! Awful! Stay away! Warning! Good delivery.,negative,1,1,4,8,2025-03-22,5,0.09836065573770492
REV_00723,Clothing - T-Shirt,Clothing,5382,5,Wow! Incredible! Super! Fantastic! Excellent!,positive,1,0,2,5,2025-08-12,5,0.1111111111111111
REV_00724,Sports - Bicycle,Sports,2669,1,Terrible experience. Product arrived damaged. Poor packaging. Good delivery.,negative,0,0,48,9,2025-01-14,0,0.05263157894736842
REV_00725,Electronics - Laptop,Electronics,9288,5,Wow! Incredible! Super! Fantastic! Excellent! Thanks seller.,positive,1,1,5,7,2025-02-15,5,0.1
REV_00726,Electronics - Laptop,Electronics,8194,4,Superb quality and value for money. Totally satisfied.,positive,0,1,7,8,2025-03-30,0,0.037037037037037035
REV_00727,Electronics - Laptop,Electronics,7101,3,Very low quality. Not worth the price at all. Nice packaging.,negative,0,1,32,11,2025-03-30,0,0.04918032786885246
REV_00728,Clothing - Jeans,Clothing,7706,3,Product broke after 2 weeks. Waste of money. Don't buy.,negative,0,1,27,10,2025-03-08,0,0.05454545454545454
REV_00729,Sports - Dumbbells,Sports,2140,3,Product broke after 2 weeks. Waste of money. Don't buy.,negative,0,1,45,10,2025-09-15,0,0.05454545454545454
REV_00730,Books - Biography,Books,3473,5,Superb quality and value for money. Totally satisfied.,positive,0,1,42,8,2025-01-07,0,0.037037037037037035
REV_00731,Sports - Dumbbells,Sports,1129,5,Great Great Great! Buy it now! You won't regret!,positive,1,0,2,9,2025-06-07,3,0.10416666666666667
REV_00732,Sports - Yoga Mat,Sports,8244,3,Expected better quality. Cheap material. Not recommended.,negative,0,1,34,7,2024-11-05,0,0.05263157894736842
REV_00733,Books - Biography,Books,3064,1,Not as described. Quality is poor. Disappointed with purchase.,negative,0,1,24,9,2025-02-04,0,0.04838709677419355
REV_00734,Home - Vacuum,Home,1383,4,Best purchase I made this year. Quality is outstanding!,positive,0,1,48,9,2025-10-14,1,0.05454545454545454
REV_00735,Sports - Bicycle,Sports,7110,4,Love it! Exactly what I was looking for. Perfect! Good delivery.,positive,0,0,32,11,2025-06-18,2,0.078125
REV_00736,Home - Mixer,Home,8424,3,Amazing product! Fast delivery and great customer service.,positive,0,1,36,8,2025-05-08,1,0.034482758620689655
REV_00737,Sports - Bicycle,Sports,3293,2,Very low quality. Not worth the price at all.,negative,0,1,18,9,2025-04-18,0,0.044444444444444446
REV_00738,Clothing - T-Shirt,Clothing,7974,4,Superb quality and value for money. Totally satisfied. Would recommend.,positive,0,1,29,10,2025-04-01,0,0.04225352112676056
REV_00739,Electronics - Tablet,Electronics,9622,1,Terrible! Horrible! Awful! Stay away! Warning!,negative,1,0,0,6,2025-04-05,5,0.10869565217391304
REV_00740,Sports - Tennis Racket,Sports,9020,3,Expected better quality. Cheap material. Not recommended.,negative,0,0,28,7,2025-03-29,0,0.05263157894736842
REV_00741,Clothing - Dress,Clothing,1534,5,Excellent purchase. Works perfectly as described. Highly recommend! Thanks seller.,positive,0,1,44,10,2025-08-09,1,0.04878048780487805
REV_00742,Home - Mixer,Home,1659,5,Great product! Really satisfied with the quality. Worth the money.,positive,0,1,23,10,2025-02-03,1,0.045454545454545456
REV_00743,Home - Lamp,Home,3328,1,Complete waste! Garbage! Fake! Lies!,negative,1,0,0,5,2024-12-31,4,0.1111111111111111
REV_00744,Home - Lamp,Home,1732,5,Great product! Really satisfied with the quality. Worth the money.,positive,0,1,35,10,2025-03-29,1,0.045454545454545456
REV_00745,Home - Bed,Home,3175,4,Superb quality and value for money. Totally satisfied.,positive,0,0,30,8,2025-08-19,0,0.037037037037037035
REV_00746,Books - Comic,Books,7711,2,Expected better quality. Cheap material. Not recommended.,negative,0,1,5,7,2025-04-13,0,0.05263157894736842
REV_00747,Books - Textbook,Books,1406,5,Great Great Great! Buy it now! You won't regret! Fast shipping.,positive,1,0,5,11,2025-01-09,3,0.09523809523809523
REV_00748,Home - Bed,Home,8796,3,Excellent purchase. Works perfectly as described. Highly recommend!,positive,0,1,36,8,2025-02-13,1,0.04477611940298507
REV_00749,Electronics - Camera,Electronics,8278,3,Very good quality. Exceeded my expectations. Will buy again.,positive,0,1,15,9,2025-09-15,0,0.05
REV_00750,Sports - Dumbbells,Sports,7798,3,Amazing product! Fast delivery and great customer service.,positive,0,1,21,8,2025-10-16,1,0.034482758620689655
REV_00751,Home - Curtain,Home,2468,3,Great product! Really satisfied with the quality. Worth the money. Nice packaging.,positive,0,1,18,12,2025-08-11,1,0.04878048780487805
REV_00752,Books - Biography,Books,2617,4,Excellent purchase. Works perfectly as described. Highly recommend! Thanks seller.,positive,0,1,45,10,2025-05-18,1,0.04878048780487805
REV_00753,Home - Lamp,Home,4874,4,Best product ever!!! Amazing!!! 5 stars!!!,positive,1,1,1,6,2025-02-18,9,0.047619047619047616
REV_00754,Sports - Tennis Racket,Sports,2072,2,Not as described. Quality is poor. Disappointed with purchase.,negative,0,1,29,9,2025-02-23,0,0.04838709677419355
REV_00755,Clothing - T-Shirt,Clothing,5990,4,Perfect! Perfect! Perfect! Must buy! Great deal!,positive,1,0,5,7,2025-01-11,5,0.10416666666666667
REV_00756,Electronics - Camera,Electronics,8401,4,Very good quality. Exceeded my expectations. Will buy again. Thanks seller.,positive,0,1,50,11,2025-10-07,0,0.05333333333333334
REV_00757,Books - Cookbook,Books,7228,5,Best product ever!!! Amazing!!! 5 stars!!! Nice packaging.,positive,1,1,3,8,2025-05-02,9,0.05172413793103448
REV_00758,Clothing - Dress,Clothing,2145,2,Not as described. Quality is poor. Disappointed with purchase.,negative,0,1,47,9,2025-05-28,0,0.04838709677419355
REV_00759,Electronics - Laptop,Electronics,6215,1,Worst experience! Never again! Disaster! Scam!,negative,1,1,4,6,2024-11-13,4,0.08695652173913043
REV_00760,Home - Curtain,Home,6381,4,Very good quality. Exceeded my expectations. Will buy again.,positive,0,1,29,9,2025-10-20,0,0.05
REV_00761,Clothing - T-Shirt,Clothing,9011,3,Great product! Really satisfied with the quality. Worth the money.,positive,0,1,26,10,2025-04-10,1,0.045454545454545456
REV_00762,Electronics - Camera,Electronics,7166,5,Love it! Exactly what I was looking for. Perfect!,positive,0,1,22,9,2024-12-25,2,0.08163265306122448
REV_00763,Clothing - T-Shirt,Clothing,5606,4,Excellent purchase. Works perfectly as described. Highly recommend! Good delivery.,positive,0,0,0,10,2024-11-14,1,0.04878048780487805
REV_00764,Home - Vacuum,Home,6947,4,Superb quality and value for money. Totally satisfied.,positive,0,1,14,8,2025-10-10,0,0.037037037037037035
REV_00765,Sports - Yoga Mat,Sports,3793,5,Best product ever!!! Amazing!!! 5 stars!!!,positive,1,0,4,6,2025-01-19,9,0.047619047619047616
REV_00766,Sports - Bicycle,Sports,4734,4,Best seller! Top quality! Must have! Recommended! Nice packaging.,positive,1,1,5,9,2025-02-03,4,0.07692307692307693
REV_00767,Home - Vacuum,Home,8437,1,Expected better quality. Cheap material. Not recommended.,negative,0,1,43,7,2025-10-27,0,0.05263157894736842
REV_00768,Electronics - Headphones,Electronics,9119,5,Very good quality. Exceeded my expectations. Will buy again.,positive,0,1,43,9,2025-04-26,0,0.05
REV_00769,Electronics - Laptop,Electronics,6483,5,Best purchase I made this year. Quality is outstanding! Fast shipping.,positive,0,0,20,11,2025-09-17,1,0.05714285714285714
REV_00770,Electronics - Laptop,Electronics,2029,3,Not as described. Quality is poor. Disappointed with purchase. Nice packaging.,negative,0,1,12,11,2024-12-12,0,0.05128205128205128
REV_00771,Electronics - Tablet,Electronics,4905,3,Best purchase I made this year. Quality is outstanding! Thanks seller.,positive,0,1,16,11,2025-05-07,1,0.05714285714285714
REV_00772,Home - Bed,Home,3045,1,Does not work as advertised. Very frustrating purchase. Thanks seller.,negative,0,0,48,10,2025-09-15,0,0.04285714285714286
REV_00773,Electronics - Tablet,Electronics,8240,3,Superb quality and value for money. Totally satisfied.,positive,0,1,3,8,2025-09-30,0,0.037037037037037035
REV_00774,Books - Fiction Novel,Books,7581,3,Best purchase I made this year. Quality is outstanding!,positive,0,1,18,9,2025-09-09,1,0.05454545454545454
REV_00775,Books - Biography,Books,2659,1,Terrible experience. Product arrived damaged. Poor packaging.,negative,0,0,29,7,2025-05-08,0,0.04918032786885246
REV_00776,Electronics - Tablet,Electronics,2106,4,Great product! Really satisfied with the quality. Worth the money.,positive,0,1,0,10,2024-12-29,1,0.045454545454545456
REV_00777,Clothing - Dress,Clothing,8284,4,Very good quality. Exceeded my expectations. Will buy again.,positive,0,0,30,9,2025-07-25,0,0.05
REV_00778,Electronics - Smartphone,Electronics,9866,5,Best seller! Top quality! Must have! Recommended!,positive,1,0,2,7,2025-08-15,4,0.08163265306122448
REV_00779,Home - Bed,Home,3369,5,Best product ever!!! Amazing!!! 5 stars!!!,positive,1,0,4,6,2025-09-29,9,0.047619047619047616
REV_00780,Sports - Running Shoes,Sports,6595,5,Perfect! Perfect! Perfect! Must buy! Great deal!,positive,1,0,1,7,2025-07-24,5,0.10416666666666667
REV_00781,Books - Cookbook,Books,2717,2,Does not work as advertised. Very frustrating purchase.,negative,0,1,26,8,2025-03-10,0,0.03636363636363636
REV_00782,Electronics - Tablet,Electronics,4492,3,Love it! Exactly what I was looking for. Perfect! Quick response.,positive,0,1,44,11,2025-06-28,2,0.07692307692307693
REV_00783,Home - Curtain,Home,1491,4,Superb quality and value for money. Totally satisfied. Nice packaging.,positive,0,1,23,10,2025-01-17,0,0.04285714285714286
REV_00784,Home - Curtain,Home,4587,5,Best product ever!!! Amazing!!! 5 stars!!! Fast shipping.,positive,1,1,1,8,2025-06-16,9,0.05263157894736842
REV_00785,Home - Bed,Home,1343,4,Great product! Really satisfied with the quality. Worth the money.,positive,0,1,16,10,2024-11-16,1,0.045454545454545456
REV_00786,Electronics - Headphones,Electronics,3807,1,Worst experience! Never again! Disaster! Scam!,negative,1,1,2,6,2025-02-01,4,0.08695652173913043
REV_00787,Sports - Tennis Racket,Sports,4140,1,Not as described. Quality is poor. Disappointed with purchase.,negative,0,1,8,9,2025-01-29,0,0.04838709677419355
REV_00788,Home - Lamp,Home,6368,4,Great product! Really satisfied with the quality. Worth the money. Fast shipping.,positive,0,1,34,12,2025-06-24,1,0.04938271604938271
REV_00789,Home - Vacuum,Home,2062,2,Worst experience! Never again! Disaster! Scam! Thanks seller.,negative,1,1,5,8,2025-08-04,4,0.08196721311475409
REV_00790,Sports - Dumbbells,Sports,8918,5,Excellent purchase. Works perfectly as described. Highly recommend!,positive,0,1,45,8,2025-02-17,1,0.04477611940298507
REV_00791,Sports - Tennis Racket,Sports,4840,3,Excellent purchase. Works perfectly as described. Highly recommend!,positive,0,1,12,8,2025-04-09,1,0.04477611940298507
REV_00792,Books - Comic,Books,5834,5,Wow! Incredible! Super! Fantastic! Excellent! Good delivery.,positive,1,0,0,7,2025-03-15,5,0.1
REV_00793,Clothing - Dress,Clothing,7021,4,Amazing product! Fast delivery and great customer service.,positive,0,0,29,8,2025-02-16,1,0.034482758620689655
REV_00794,Books - Fiction Novel,Books,5825,4,Very good quality. Exceeded my expectations. Will buy again.,positive,0,1,22,9,2025-02-14,0,0.05
REV_00795,Electronics - Headphones,Electronics,6468,1,Not as described. Quality is poor. Disappointed with purchase. Fast shipping.,negative,0,1,23,11,2025-07-20,0,0.05194805194805195
REV_00796,Home - Lamp,Home,9898,2,Product broke after 2 weeks. Waste of money. Don't buy.,negative,0,1,48,10,2025-06-17,0,0.05454545454545454
REV_00797,Home - Lamp,Home,9399,1,Worst experience! Never again! Disaster! Scam! Would recommend.,negative,1,0,5,8,2025-08-13,4,0.07936507936507936
REV_00798,Clothing - Jeans,Clothing,8679,2,Terrible experience. Product arrived damaged. Poor packaging.,negative,0,1,33,7,2025-03-06,0,0.04918032786885246
REV_00799,Electronics - Headphones,Electronics,1493,3,Expected better quality. Cheap material. Not recommended.,negative,0,0,13,7,2025-04-20,0,0.05263157894736842
REV_00800,Clothing - Jacket,Clothing,7867,1,Worst experience! Never again! Disaster! Scam!,negative,1,0,2,6,2025-03-25,4,0.08695652173913043
REV_00801,Books - Cookbook,Books,7404,3,Best purchase I made this year. Quality is outstanding! Nice packaging.,positive,0,1,8,11,2025-04-16,1,0.056338028169014086
REV_00802,Books - Fiction Novel,Books,8397,5,Amazing product amazing quality amazing price amazing everything!!!,positive,1,1,2,8,2024-12-05,3,0.014925373134328358
REV_00803,Electronics - Laptop,Electronics,7322,4,Great product! Really satisfied with the quality. Worth the money. Good delivery.,positive,0,0,1,12,2025-06-05,1,0.04938271604938271
REV_00804,Home - Bed,Home,7407,4,Wow! Incredible! Super! Fantastic! Excellent! Thanks seller.,positive,1,0,0,7,2025-08-09,5,0.1
REV_00805,Clothing - Dress,Clothing,6075,3,Amazing product! Fast delivery and great customer service.,positive,0,1,8,8,2025-03-21,1,0.034482758620689655
REV_00806,Books - Biography,Books,8519,4,Best purchase I made this year. Quality is outstanding!,positive,0,1,32,9,2025-06-09,1,0.05454545454545454
REV_00807,Clothing - Shoes,Clothing,9043,5,Best seller! Top quality! Must have! Recommended!,positive,1,1,4,7,2025-03-07,4,0.08163265306122448
REV_00808,Electronics - Smartphone,Electronics,3869,5,Very good quality. Exceeded my expectations. Will buy again.,positive,0,1,25,9,2025-03-30,0,0.05
REV_00809,Sports - Tennis Racket,Sports,1715,5,Great Great Great! Buy it now! You won't regret!,positive,1,0,0,9,2025-06-28,3,0.10416666666666667
REV_00810,Clothing - Jacket,Clothing,4559,2,Expected better quality. Cheap material. Not recommended.,negative,0,1,44,7,2025-02-18,0,0.05263157894736842
REV_00811,Sports - Running Shoes,Sports,5141,1,Not as described. Quality is poor. Disappointed with purchase.,negative,0,1,26,9,2025-07-14,0,0.04838709677419355
REV_00812,Books - Fiction Novel,Books,4185,5,Amazing product! Fast delivery and great customer service.,positive,0,1,47,8,2025-04-08,1,0.034482758620689655
REV_00813,Home - Mixer,Home,8558,1,Complete waste! Garbage! Fake! Lies!,negative,1,0,5,5,2025-09-24,4,0.1111111111111111
REV_00814,Clothing - Shoes,Clothing,2646,5,Excellent excellent excellent! Perfect perfect perfect!,positive,1,1,1,6,2025-07-30,2,0.03636363636363636
REV_00815,Sports - Tennis Racket,Sports,3915,4,Great Great Great! Buy it now! You won't regret!,positive,1,0,1,9,2025-07-10,3,0.10416666666666667
REV_00816,Sports - Yoga Mat,Sports,8274,3,Superb quality and value for money. Totally satisfied.,positive,0,1,24,8,2025-10-02,0,0.037037037037037035
REV_00817,Electronics - Tablet,Electronics,1457,2,Very low quality. Not worth the price at all. Thanks seller.,negative,0,1,12,11,2025-10-21,0,0.05
REV_00818,Clothing - T-Shirt,Clothing,9396,3,Superb quality and value for money. Totally satisfied. Thanks seller.,positive,0,1,46,10,2025-09-03,0,0.043478260869565216
REV_00819,Home - Bed,Home,2734,4,Best purchase I made this year. Quality is outstanding! Fast shipping.,positive,0,0,27,11,2025-04-29,1,0.05714285714285714
REV_00820,Electronics - Tablet,Electronics,5562,1,Terrible experience. Product arrived damaged. Poor packaging. Would recommend.,negative,0,1,29,9,2024-11-30,0,0.05128205128205128
REV_00821,Electronics - Smartphone,Electronics,3809,3,Very low quality. Not worth the price at all.,negative,0,0,6,9,2025-06-22,0,0.044444444444444446
REV_00822,Sports - Dumbbells,Sports,6209,3,Expected better quality. Cheap material. Not recommended. Would recommend.,negative,0,1,21,9,2024-11-21,0,0.05405405405405406
REV_00823,Home - Mixer,Home,1217,5,Amazing product! Fast delivery and great customer service.,positive,0,1,32,8,2025-07-01,1,0.034482758620689655
REV_00824,Electronics - Headphones,Electronics,7136,5,Excellent excellent excellent! Perfect perfect perfect! Fast shipping.,positive,1,1,4,8,2025-02-15,2,0.04285714285714286
REV_00825,Clothing - Shoes,Clothing,8270,4,Perfect! Perfect! Perfect! Must buy! Great deal!,positive,1,0,4,7,2025-05-13,5,0.10416666666666667
REV_00826,Home - Mixer,Home,6427,5,Great Great Great! Buy it now! You won't regret! Would recommend.,positive,1,0,0,11,2025-05-06,3,0.09230769230769231
REV_00827,Sports - Running Shoes,Sports,7250,2,Terrible! Horrible! Awful! Stay away! Warning!,negative,1,0,5,6,2025-02-04,5,0.10869565217391304
REV_00828,Books - Fiction Novel,Books,3318,5,Great product! Really satisfied with the quality. Worth the money.,positive,0,1,3,10,2025-07-16,1,0.045454545454545456
REV_00829,Clothing - Dress,Clothing,8652,5,Perfect! Perfect! Perfect! Must buy! Great deal!,positive,1,0,0,7,2025-05-22,5,0.10416666666666667
REV_00830,Clothing - Jeans,Clothing,4299,5,Wow! Incredible! Super! Fantastic! Excellent!,positive,1,0,4,5,2025-06-11,5,0.1111111111111111
REV_00831,Books - Fiction Novel,Books,7925,2,Terrible experience. Product arrived damaged. Poor packaging.,negative,0,0,10,7,2025-02-12,0,0.04918032786885246
REV_00832,Books - Biography,Books,5918,3,Not as described. Quality is poor. Disappointed with purchase.,negative,0,0,27,9,2024-12-28,0,0.04838709677419355
REV_00833,Sports - Yoga Mat,Sports,8878,5,Very good quality. Exceeded my expectations. Will buy again.,positive,0,0,18,9,2025-09-22,0,0.05
REV_00834,Books - Biography,Books,7131,4,Great product! Really satisfied with the quality. Worth the money.,positive,0,1,32,10,2025-02-19,1,0.045454545454545456
REV_00835,Books - Comic,Books,2167,2,Terrible experience. Product arrived damaged. Poor packaging.,negative,0,0,19,7,2025-04-02,0,0.04918032786885246
REV_00836,Electronics - Tablet,Electronics,6711,2,Product broke after 2 weeks. Waste of money. Don't buy.,negative,0,0,16,10,2025-02-10,0,0.05454545454545454
REV_00837,Home - Mixer,Home,6921,3,Expected better quality. Cheap material. Not recommended.,negative,0,1,15,7,2024-12-09,0,0.05263157894736842
REV_00838,Electronics - Laptop,Electronics,3644,5,Love it! Exactly what I was looking for. Perfect! Quick response.,positive,0,1,16,11,2025-10-22,2,0.07692307692307693
REV_00839,Electronics - Tablet,Electronics,5143,4,Best seller! Top quality! Must have! Recommended! Thanks seller.,positive,1,1,3,9,2024-11-08,4,0.078125
REV_00840,Sports - Tennis Racket,Sports,6642,5,Superb quality and value for money. Totally satisfied.,positive,0,1,6,8,2025-08-16,0,0.037037037037037035
